CA [mol/L],CB [mol/L],CC [mol/L]
0.8613971917064439,0.9535241175501179,0.12796709257181943
0.8703296334128756,0.9962456603140303,0.07878841873295468
0.7138740525583371,0.9229707966927563,0.25676347497598184
0.689696772868157,1.0722455969088678,0.13138753989414892
0.7075649916052361,1.0852408810872698,0.3136647437216348
0.7678629130352019,1.071517598569113,0.18945705494201104
0.6607231929109639,0.6943854640161627,0.19658470182709173
0.7851769042276419,0.9107484391857262,0.17289127804958393
0.738993869904336,0.8574843069141944,0.2707083550760573
0.7607683186245762,1.0250195746418382,0.03557673566340805
0.8548191298266379,1.0328793524258966,0.33187188053222266
0.8530782454126526,0.4426872540083354,0.1902508276076912
0.9175910603833222,0.9686775490771834,-0.10408647879728966
0.7841601443115922,0.8084710823327972,0.08991036633679006
0.7567088948678387,1.0576431614412984,0.11858878196105682
0.7184339640550474,1.3547473426832595,0.1515820783878927
0.878206726081588,1.0676783782820527,0.29881450881189253
0.6711264829756103,0.9092423188619871,0.06379141900304724
0.6937580142148934,0.9743817608355076,0.3145123637276272
0.8527122647314584,0.7995880074018417,0.3410981730467564
1.0192007243335512,1.0511244972833738,0.27752878466723774
0.8452316901007343,0.9978246045781349,0.3162495505246483
0.698303698718526,0.7595523767313673,0.3005230369427961
0.7257013273337611,0.7832250519450255,0.15065878608556274
1.0320103955466735,0.7489601328530066,0.21471677439445055
0.7303383102578936,1.1508195249231195,0.19905851368644864
0.7086821251743077,1.1642101350253216,0.1695767049804663
0.7471257204911907,0.8753279826272861,0.15688577213122457
0.7679437902108633,0.7422582808189014,0.14850124225317016
0.8850938462173084,0.9238209943468212,0.21225745339032262
0.8584854565728125,1.186778555148503,0.2900805840017936
0.8612368682428136,0.9800026101074386,0.3899336902956472
0.7946534402808455,1.1357255982711467,0.1524234356589532
0.7589600003167445,0.9276568887845811,0.05561308121193634
0.7736952941176231,1.2202106032395348,0.34057684857648834
0.6312985799438622,1.029670825410531,0.16460967850287422
0.8172105251861134,1.0682538839915403,0.33037603172402774
0.6750269321912223,1.0108770138585874,0.18298023258862517
